Week_end,Indicator,High_industry,Value
5/2/21,Weekly earnings - lower quartile - 20 days,Total,700.94
5/2/21,Weekly earnings - lower quartile - 20 days,A Primary,680.2
5/2/21,Weekly earnings - lower quartile - 20 days,B Goods Producing,916.42
5/2/21,Weekly earnings - lower quartile - 20 days,C Services,649.92
5/2/21,Weekly earnings - lower quartile - 20 days,Z No Match,425.65
5/9/21,Number of paid jobs - 20 days,Total,1994420
5/9/21,Number of paid jobs - 20 days,A Primary,79840
5/9/21,Number of paid jobs - 20 days,B Goods Producing,368730
5/9/21,Number of paid jobs - 20 days,C Services,1490460
5/9/21,Number of paid jobs - 20 days,Z No Match,55380
5/9/21,Weekly earnings - median - 20 days,Total,1023
5/9/21,Weekly earnings - median - 20 days,A Primary,1016.93
5/9/21,Weekly earnings - median - 20 days,B Goods Producing,1188
5/9/21,Weekly earnings - median - 20 days,C Services,990.29
5/9/21,Weekly earnings - median - 20 days,Z No Match,667.91
5/9/21,Weekly earnings - upper quartile - 20 days,Total,1445.09
5/9/21,Weekly earnings - upper quartile - 20 days,A Primary,1335.16
5/9/21,Weekly earnings - upper quartile - 20 days,B Goods Producing,1538.46
5/9/21,Weekly earnings - upper quartile - 20 days,C Services,1442.31
5/9/21,Weekly earnings - upper quartile - 20 days,Z No Match,973.98
5/9/21,Weekly earnings - lower quartile - 20 days,Total,617.12
5/9/21,Weekly earnings - lower quartile - 20 days,A Primary,685.53
5/9/21,Weekly earnings - lower quartile - 20 days,B Goods Producing,920
5/9/21,Weekly earnings - lower quartile - 20 days,C Services,543.84
5/9/21,Weekly earnings - lower quartile - 20 days,Z No Match,412.92
5/16/21,Number of paid jobs - 20 days,Total,1996360
5/16/21,Number of paid jobs - 20 days,A Primary,79060
5/16/21,Number of paid jobs - 20 days,B Goods Producing,367850
5/16/21,Number of paid jobs - 20 days,C Services,1493270
5/16/21,Number of paid jobs - 20 days,Z No Match,56180
5/16/21,Weekly earnings - median - 20 days,Total,1052.19
5/16/21,Weekly earnings - median - 20 days,A Primary,1000
5/16/21,Weekly earnings - median - 20 days,B Goods Producing,1184
5/16/21,Weekly earnings - median - 20 days,C Services,1030.5
5/16/21,Weekly earnings - median - 20 days,Z No Match,672
5/16/21,Weekly earnings - upper quartile - 20 days,Total,1487.5
5/16/21,Weekly earnings - upper quartile - 20 days,A Primary,1320
5/16/21,Weekly earnings - upper quartile - 20 days,B Goods Producing,1538.46
5/16/21,Weekly earnings - upper quartile - 20 days,C Services,1500
5/16/21,Weekly earnings - upper quartile - 20 days,Z No Match,978.39
5/16/21,Weekly earnings - lower quartile - 20 days,Total,690
5/16/21,Weekly earnings - lower quartile - 20 days,A Primary,650.7
5/16/21,Weekly earnings - lower quartile - 20 days,B Goods Producing,914.3
5/16/21,Weekly earnings - lower quartile - 20 days,C Services,640
5/16/21,Weekly earnings - lower quartile - 20 days,Z No Match,411.96
5/23/21,Number of paid jobs - 20 days,Total,2000090
5/23/21,Number of paid jobs - 20 days,A Primary,78780
5/23/21,Number of paid jobs - 20 days,B Goods Producing,369500
5/23/21,Number of paid jobs - 20 days,C Services,1497920
5/23/21,Number of paid jobs - 20 days,Z No Match,53890
5/23/21,Weekly earnings - median - 20 days,Total,1053
5/23/21,Weekly earnings - median - 20 days,A Primary,1006.25
5/23/21,Weekly earnings - median - 20 days,B Goods Producing,1192.72
5/23/21,Weekly earnings - median - 20 days,C Services,1028.8
5/23/21,Weekly earnings - median - 20 days,Z No Match,661.3
5/23/21,Weekly earnings - upper quartile - 20 days,Total,1491.93
5/23/21,Weekly earnings - upper quartile - 20 days,A Primary,1336.99
5/23/21,Weekly earnings - upper quartile - 20 days,B Goods Producing,1552.1
5/23/21,Weekly earnings - upper quartile - 20 days,C Services,1499.27
5/23/21,Weekly earnings - upper quartile - 20 days,Z No Match,961.28
5/23/21,Weekly earnings - lower quartile - 20 days,Total,689.86
5/23/21,Weekly earnings - lower quartile - 20 days,A Primary,681.94
5/23/21,Weekly earnings - lower quartile - 20 days,B Goods Producing,919.02
5/23/21,Weekly earnings - lower quartile - 20 days,C Services,637
5/23/21,Weekly earnings - lower quartile - 20 days,Z No Match,410.27
5/30/21,Number of paid jobs - 20 days,Total,1998580
5/30/21,Number of paid jobs - 20 days,A Primary,78540
5/30/21,Number of paid jobs - 20 days,B Goods Producing,368030
5/30/21,Number of paid jobs - 20 days,C Services,1497520
5/30/21,Number of paid jobs - 20 days,Z No Match,54480
5/30/21,Weekly earnings - median - 20 days,Total,1054.22
5/30/21,Weekly earnings - median - 20 days,A Primary,1012
5/30/21,Weekly earnings - median - 20 days,B Goods Producing,1179.45
5/30/21,Weekly earnings - median - 20 days,C Services,1033.55
5/30/21,Weekly earnings - median - 20 days,Z No Match,663.78
5/30/21,Weekly earnings - upper quartile - 20 days,Total,1490.5
5/30/21,Weekly earnings - upper quartile - 20 days,A Primary,1346
5/30/21,Weekly earnings - upper quartile - 20 days,B Goods Producing,1537.25
5/30/21,Weekly earnings - upper quartile - 20 days,C Services,1502.85
5/30/21,Weekly earnings - upper quartile - 20 days,Z No Match,961.92
5/30/21,Weekly earnings - lower quartile - 20 days,Total,691.43
5/30/21,Weekly earnings - lower quartile - 20 days,A Primary,686.7
5/30/21,Weekly earnings - lower quartile - 20 days,B Goods Producing,912
5/30/21,Weekly earnings - lower quartile - 20 days,C Services,642.29
5/30/21,Weekly earnings - lower quartile - 20 days,Z No Match,410
6/6/21,Number of paid jobs - 20 days,Total,2003450
6/6/21,Number of paid jobs - 20 days,A Primary,78250
6/6/21,Number of paid jobs - 20 days,B Goods Producing,368210
6/6/21,Number of paid jobs - 20 days,C Services,1501310
6/6/21,Number of paid jobs - 20 days,Z No Match,55670
6/6/21,Weekly earnings - median - 20 days,Total,1053
6/6/21,Weekly earnings - median - 20 days,A Primary,1020
6/6/21,Weekly earnings - median - 20 days,B Goods Producing,1170
6/6/21,Weekly earnings - median - 20 days,C Services,1034
6/6/21,Weekly earnings - median - 20 days,Z No Match,665.37
6/6/21,Weekly earnings - upper quartile - 20 days,Total,1485.46
6/6/21,Weekly earnings - upper quartile - 20 days,A Primary,1346.15
6/6/21,Weekly earnings - upper quartile - 20 days,B Goods Producing,1528.18
6/6/21,Weekly earnings - upper quartile - 20 days,C Services,1500
6/6/21,Weekly earnings - upper quartile - 20 days,Z No Match,966.71
6/6/21,Weekly earnings - lower quartile - 20 days,Total,690
6/6/21,Weekly earnings - lower quartile - 20 days,A Primary,691.74
6/6/21,Weekly earnings - lower quartile - 20 days,B Goods Producing,907.5
6/6/21,Weekly earnings - lower quartile - 20 days,C Services,640
6/6/21,Weekly earnings - lower quartile - 20 days,Z No Match,406.36
6/13/21,Number of paid jobs - 20 days,Total,2002340
6/13/21,Number of paid jobs - 20 days,A Primary,76770
6/13/21,Number of paid jobs - 20 days,B Goods Producing,369730
6/13/21,Number of paid jobs - 20 days,C Services,1499520
6/13/21,Number of paid jobs - 20 days,Z No Match,56320
6/13/21,Weekly earnings - median - 20 days,Total,1060
6/13/21,Weekly earnings - median - 20 days,A Primary,1040
6/13/21,Weekly earnings - median - 20 days,B Goods Producing,1187.66
6/13/21,Weekly earnings - median - 20 days,C Services,1041.67
6/13/21,Weekly earnings - median - 20 days,Z No Match,669.54
6/13/21,Weekly earnings - upper quartile - 20 days,Total,1499.39
6/13/21,Weekly earnings - upper quartile - 20 days,A Primary,1358.17
6/13/21,Weekly earnings - upper quartile - 20 days,B Goods Producing,1538.63
6/13/21,Weekly earnings - upper quartile - 20 days,C Services,1510.29
6/13/21,Weekly earnings - upper quartile - 20 days,Z No Match,972.71
6/13/21,Weekly earnings - lower quartile - 20 days,Total,700
6/13/21,Weekly earnings - lower quartile - 20 days,A Primary,715
6/13/21,Weekly earnings - lower quartile - 20 days,B Goods Producing,920
6/13/21,Weekly earnings - lower quartile - 20 days,C Services,648.57
6/13/21,Weekly earnings - lower quartile - 20 days,Z No Match,412.5
6/20/21,Number of paid jobs - 20 days,Total,2002140
6/20/21,Number of paid jobs - 20 days,A Primary,75920
6/20/21,Number of paid jobs - 20 days,B Goods Producing,368540
6/20/21,Number of paid jobs - 20 days,C Services,1501420
6/20/21,Number of paid jobs - 20 days,Z No Match,56260
6/20/21,Weekly earnings - median - 20 days,Total,1052.35
6/20/21,Weekly earnings - median - 20 days,A Primary,1010.01
6/20/21,Weekly earnings - median - 20 days,B Goods Producing,1179.4
6/20/21,Weekly earnings - median - 20 days,C Services,1032
6/20/21,Weekly earnings - median - 20 days,Z No Match,650
6/20/21,Weekly earnings - upper quartile - 20 days,Total,1491.96
6/20/21,Weekly earnings - upper quartile - 20 days,A Primary,1340
6/20/21,Weekly earnings - upper quartile - 20 days,B Goods Producing,1538.46
6/20/21,Weekly earnings - upper quartile - 20 days,C Services,1502.83
6/20/21,Weekly earnings - upper quartile - 20 days,Z No Match,956.91
6/20/21,Weekly earnings - lower quartile - 20 days,Total,687.12
6/20/21,Weekly earnings - lower quartile - 20 days,A Primary,680.86
6/20/21,Weekly earnings - lower quartile - 20 days,B Goods Producing,910.52
6/20/21,Weekly earnings - lower quartile - 20 days,C Services,639.49
6/20/21,Weekly earnings - lower quartile - 20 days,Z No Match,400
6/27/21,Number of paid jobs - 20 days,Total,2007700
6/27/21,Number of paid jobs - 20 days,A Primary,75420
6/27/21,Number of paid jobs - 20 days,B Goods Producing,368230
6/27/21,Number of paid jobs - 20 days,C Services,1509060
6/27/21,Number of paid jobs - 20 days,Z No Match,54980
6/27/21,Weekly earnings - median - 20 days,Total,1055.87
6/27/21,Weekly earnings - median - 20 days,A Primary,1019.99
6/27/21,Weekly earnings - median - 20 days,B Goods Producing,1183.2
6/27/21,Weekly earnings - median - 20 days,C Services,1034.92
6/27/21,Weekly earnings - median - 20 days,Z No Match,663.93
6/27/21,Weekly earnings - upper quartile - 20 days,Total,1496.92
6/27/21,Weekly earnings - upper quartile - 20 days,A Primary,1346.15
6/27/21,Weekly earnings - upper quartile - 20 days,B Goods Producing,1541.69
6/27/21,Weekly earnings - upper quartile - 20 days,C Services,1506
6/27/21,Weekly earnings - upper quartile - 20 days,Z No Match,964.71
6/27/21,Weekly earnings - lower quartile - 20 days,Total,691.2
6/27/21,Weekly earnings - lower quartile - 20 days,A Primary,694.33
6/27/21,Weekly earnings - lower quartile - 20 days,B Goods Producing,910.14
6/27/21,Weekly earnings - lower quartile - 20 days,C Services,644
6/27/21,Weekly earnings - lower quartile - 20 days,Z No Match,412.61
7/4/21,Number of paid jobs - 20 days,Total,2013580
7/4/21,Number of paid jobs - 20 days,A Primary,75350
7/4/21,Number of paid jobs - 20 days,B Goods Producing,367740
7/4/21,Number of paid jobs - 20 days,C Services,1514040
7/4/21,Number of paid jobs - 20 days,Z No Match,56460
7/4/21,Weekly earnings - median - 20 days,Total,1056.71
7/4/21,Weekly earnings - median - 20 days,A Primary,1032.29
7/4/21,Weekly earnings - median - 20 days,B Goods Producing,1179
7/4/21,Weekly earnings - median - 20 days,C Services,1036.69
7/4/21,Weekly earnings - median - 20 days,Z No Match,661.29
7/4/21,Weekly earnings - upper quartile - 20 days,Total,1500
7/4/21,Weekly earnings - upper quartile - 20 days,A Primary,1353.82
7/4/21,Weekly earnings - upper quartile - 20 days,B Goods Producing,1538.46
7/4/21,Weekly earnings - upper quartile - 20 days,C Services,1510.38
7/4/21,Weekly earnings - upper quartile - 20 days,Z No Match,966.08
7/4/21,Weekly earnings - lower quartile - 20 days,Total,686.8
7/4/21,Weekly earnings - lower quartile - 20 days,A Primary,700
7/4/21,Weekly earnings - lower quartile - 20 days,B Goods Producing,907.5
7/4/21,Weekly earnings - lower quartile - 20 days,C Services,639.44
7/4/21,Weekly earnings - lower quartile - 20 days,Z No Match,402.49
7/11/21,Number of paid jobs - 20 days,Total,2008780
7/11/21,Number of paid jobs - 20 days,A Primary,76400
7/11/21,Number of paid jobs - 20 days,B Goods Producing,367500
7/11/21,Number of paid jobs - 20 days,C Services,1508380
7/11/21,Number of paid jobs - 20 days,Z No Match,56500
7/11/21,Weekly earnings - median - 20 days,Total,1060
7/11/21,Weekly earnings - median - 20 days,A Primary,1032.46
7/11/21,Weekly earnings - median - 20 days,B Goods Producing,1183
7/11/21,Weekly earnings - median - 20 days,C Services,1042.35
7/11/21,Weekly earnings - median - 20 days,Z No Match,679.25
7/11/21,Weekly earnings - upper quartile - 20 days,Total,1506.5
7/11/21,Weekly earnings - upper quartile - 20 days,A Primary,1350
7/11/21,Weekly earnings - upper quartile - 20 days,B Goods Producing,1538.68
7/11/21,Weekly earnings - upper quartile - 20 days,C Services,1524
7/11/21,Weekly earnings - upper quartile - 20 days,Z No Match,984.5
7/11/21,Weekly earnings - lower quartile - 20 days,Total,691.28
7/11/21,Weekly earnings - lower quartile - 20 days,A Primary,713
7/11/21,Weekly earnings - lower quartile - 20 days,B Goods Producing,910
7/11/21,Weekly earnings - lower quartile - 20 days,C Services,642.86
7/11/21,Weekly earnings - lower quartile - 20 days,Z No Match,420.3
7/18/21,Number of paid jobs - 20 days,Total,2004660
7/18/21,Number of paid jobs - 20 days,A Primary,76550
7/18/21,Number of paid jobs - 20 days,B Goods Producing,367630
7/18/21,Number of paid jobs - 20 days,C Services,1503770
7/18/21,Number of paid jobs - 20 days,Z No Match,56710
7/18/21,Weekly earnings - median - 20 days,Total,1060.8
7/18/21,Weekly earnings - median - 20 days,A Primary,1017.68
7/18/21,Weekly earnings - median - 20 days,B Goods Producing,1180.7
7/18/21,Weekly earnings - median - 20 days,C Services,1045.5
7/18/21,Weekly earnings - median - 20 days,Z No Match,687.3
7/18/21,Weekly earnings - upper quartile - 20 days,Total,1512
7/18/21,Weekly earnings - upper quartile - 20 days,A Primary,1346.15
7/18/21,Weekly earnings - upper quartile - 20 days,B Goods Producing,1538.46
7/18/21,Weekly earnings - upper quartile - 20 days,C Services,1534
7/18/21,Weekly earnings - upper quartile - 20 days,Z No Match,993.94
7/18/21,Weekly earnings - lower quartile - 20 days,Total,690
7/18/21,Weekly earnings - lower quartile - 20 days,A Primary,695.64
7/18/21,Weekly earnings - lower quartile - 20 days,B Goods Producing,908.73
7/18/21,Weekly earnings - lower quartile - 20 days,C Services,640
7/18/21,Weekly earnings - lower quartile - 20 days,Z No Match,430.2
7/25/21,Number of paid jobs - 20 days,Total,2001810
7/25/21,Number of paid jobs - 20 days,A Primary,77430
7/25/21,Number of paid jobs - 20 days,B Goods Producing,369460
7/25/21,Number of paid jobs - 20 days,C Services,1497620
7/25/21,Number of paid jobs - 20 days,Z No Match,57300
7/25/21,Weekly earnings - median - 20 days,Total,1072.75
7/25/21,Weekly earnings - median - 20 days,A Primary,1040
7/25/21,Weekly earnings - median - 20 days,B Goods Producing,1185.8
7/25/21,Weekly earnings - median - 20 days,C Services,1052.02
7/25/21,Weekly earnings - median - 20 days,Z No Match,776.53
7/25/21,Weekly earnings - upper quartile - 20 days,Total,1523.02
7/25/21,Weekly earnings - upper quartile - 20 days,A Primary,1359.63
7/25/21,Weekly earnings - upper quartile - 20 days,B Goods Producing,1551.5
7/25/21,Weekly earnings - upper quartile - 20 days,C Services,1534.34
7/25/21,Weekly earnings - upper quartile - 20 days,Z No Match,1172.88
7/25/21,Weekly earnings - lower quartile - 20 days,Total,700
7/25/21,Weekly earnings - lower quartile - 20 days,A Primary,700.74
7/25/21,Weekly earnings - lower quartile - 20 days,B Goods Producing,909.51
7/25/21,Weekly earnings - lower quartile - 20 days,C Services,647.22
7/25/21,Weekly earnings - lower quartile - 20 days,Z No Match,459
8/1/21,Number of paid jobs - 20 days,Total,2019930
8/1/21,Number of paid jobs - 20 days,A Primary,78190
8/1/21,Number of paid jobs - 20 days,B Goods Producing,369620
8/1/21,Number of paid jobs - 20 days,C Services,1517590
8/1/21,Number of paid jobs - 20 days,Z No Match,54530
8/1/21,Weekly earnings - median - 20 days,Total,1068.06
8/1/21,Weekly earnings - median - 20 days,A Primary,1030.32
8/1/21,Weekly earnings - median - 20 days,B Goods Producing,1185.6
8/1/21,Weekly earnings - median - 20 days,C Services,1043.28
8/1/21,Weekly earnings - median - 20 days,Z No Match,872.98
8/1/21,Weekly earnings - upper quartile - 20 days,Total,1517.25
8/1/21,Weekly earnings - upper quartile - 20 days,A Primary,1350
8/1/21,Weekly earnings - upper quartile - 20 days,B Goods Producing,1540.94
8/1/21,Weekly earnings - upper quartile - 20 days,C Services,1525
8/1/21,Weekly earnings - upper quartile - 20 days,Z No Match,1280
